Module	Section	Sample Name	Source
Picard	DuplicationMetrics	WTG0R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/picard/markduplicates/WTG0R4D4.markdup.sorted.MarkDuplicates.metrics.txt
Picard	DuplicationMetrics	WT7005R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/picard/markduplicates/WT7005R4D3.markdup.sorted.MarkDuplicates.metrics.txt
Picard	DuplicationMetrics	32G0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/picard/markduplicates/32G0R1D4.markdup.sorted.MarkDuplicates.metrics.txt
Picard	DuplicationMetrics	WT701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/picard/markduplicates/WT701R1D4.markdup.sorted.MarkDuplicates.metrics.txt
QualiMap	rna_genome_results	32G0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32G0R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R1D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32G0R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R4D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32G0R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R1D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32701R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R4D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R3D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32701R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R3D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R1D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT701R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R4D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32G0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R1D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R1D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R3D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WTG0R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R4D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT701R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R3D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R1D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT70R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R4D4/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WT7005R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R3D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	3270R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R4D3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	32G0R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R3D3/rnaseq_qc_results.txt
QualiMap	rna_coverage_histogram	32G0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32G0R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R1D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32G0R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R4D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32G0R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R1D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32701R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R4D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R3D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32701R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R3D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R1D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32701R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT701R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R4D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32G0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R1D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R1D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R3D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WTG0R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WTG0R4D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT701R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R3D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT701R1D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT70R4D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT70R4D4/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WT7005R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/WT7005R3D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3270R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/3270R4D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	32G0R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/qualimap/32G0R3D3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
RSeQC	read_distribution	WT701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT701R1D4.read_distribution.txt
RSeQC	read_distribution	WT70R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT70R1D3.read_distribution.txt
RSeQC	read_distribution	WT7005R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT7005R1D4.read_distribution.txt
RSeQC	read_distribution	WTG0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WTG0R3D4.read_distribution.txt
RSeQC	read_distribution	WT7005R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT7005R4D3.read_distribution.txt
RSeQC	read_distribution	32G0R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/32G0R1D4.read_distribution.txt
RSeQC	read_distribution	WT7005R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT7005R1D3.read_distribution.txt
RSeQC	read_distribution	3270R3D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/3270R3D3.read_distribution.txt
RSeQC	read_distribution	32G0R1D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/32G0R1D3.read_distribution.txt
RSeQC	read_distribution	WT701R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/WT701R3D4.read_distribution.txt
RSeQC	read_distribution	32G0R3D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/32G0R3D4.read_distribution.txt
RSeQC	read_distribution	3270R4D3	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/3270R4D3.read_distribution.txt
RSeQC	read_distribution	32701R1D4	/gpfs/projects/RestGroup/agilgomez/projects/transcriptomics/work/a4/cd343ff648de04cc72e2da285a2acf/rseqc/read_distribution/32701R1D4.read_distribution.txt
